"dataEmissao","tipoDespesa","valorLiq"
"27/05","SERVIÇOS POSTAIS",127.6
"27/05","SERVIÇOS POSTAIS",10.77
"27/05","SERVIÇOS POSTAIS",750
"27/05","SERVIÇOS POSTAIS",41.79
"27/05","SERVIÇOS POSTAIS",24.7
"27/05","SERVIÇOS POSTAIS",76.5
"27/05","SERVIÇOS POSTAIS",49.49
"27/05","SERVIÇOS POSTAIS",44.1
"27/05","SERVIÇOS POSTAIS",700
"27/05","SERVIÇOS POSTAIS",148.04
"27/05","SERVIÇOS POSTAIS",46.6
"27/05","SERVIÇOS POSTAIS",13.85
"27/05","SERVIÇOS POSTAIS",31.93
"27/05","SERVIÇOS POSTAIS",18.69
"27/05","SERVIÇOS POSTAIS",75
"27/05","SERVIÇOS POSTAIS",27.3
"27/05","SERVIÇOS POSTAIS",94.86
"27/05","SERVIÇOS POSTAIS",23.92
"27/05","SERVIÇOS POSTAIS",114.17
"27/05","SERVIÇOS POSTAIS",61.39
"27/05","SERVIÇOS POSTAIS",30.39
"27/05","SERVIÇOS POSTAIS",45.48
"27/05","SERVIÇOS POSTAIS",68.6
"27/05","SERVIÇOS POSTAIS",81.7
"27/05","SERVIÇOS POSTAIS",138.26
"27/05","SERVIÇOS POSTAIS",75.7
"27/05","SERVIÇOS POSTAIS",1.5
"27/05","SERVIÇOS POSTAIS",204
"27/05","SERVIÇOS POSTAIS",45.48
"27/05","SERVIÇOS POSTAIS",102.77
"27/05","SERVIÇOS POSTAIS",20.44
"27/05","SERVIÇOS POSTAIS",72.4
"27/05","SERVIÇOS POSTAIS",376.5
"27/05","SERVIÇOS POSTAIS",10.75
"27/05","SERVIÇOS POSTAIS",28.75
"27/05","SERVIÇOS POSTAIS",138
"27/05","SERVIÇOS POSTAIS",136.14
"27/05","SERVIÇOS POSTAIS",28.02
"27/05","SERVIÇOS POSTAIS",57.18
"27/05","SERVIÇOS POSTAIS",51
"27/05","SERVIÇOS POSTAIS",45.48
"30/05","SERVIÇOS POSTAIS",4089.96
"30/05","SERVIÇOS POSTAIS",49.49
"30/05","SERVIÇOS POSTAIS",25.9
"30/05","SERVIÇOS POSTAIS",31.93
"30/05","SERVIÇOS POSTAIS",79.36
"30/05","SERVIÇOS POSTAIS",16.4
"30/05","SERVIÇOS POSTAIS",45.58
"30/05","SERVIÇOS POSTAIS",46.82
"30/05","SERVIÇOS POSTAIS",24.57
"30/05","SERVIÇOS POSTAIS",73.2
"30/05","SERVIÇOS POSTAIS",38.19
"30/05","SERVIÇOS POSTAIS",45.48
"30/05","SERVIÇOS POSTAIS",49.69
"30/05","SERVIÇOS POSTAIS",84.45
"30/05","SERVIÇOS POSTAIS",14.27
"30/05","SERVIÇOS POSTAIS",75
"30/05","SERVIÇOS POSTAIS",43.94
"30/05","SERVIÇOS POSTAIS",12.6
"30/05","SERVIÇOS POSTAIS",57
"30/05","SERVIÇOS POSTAIS",91.48
"30/05","SERVIÇOS POSTAIS",17.09
"30/05","SERVIÇOS POSTAIS",57.39
"30/05","SERVIÇOS POSTAIS",222
"30/05","SERVIÇOS POSTAIS",25.9
"30/05","SERVIÇOS POSTAIS",81.7
"30/05","SERVIÇOS POSTAIS",290.58
"30/05","SERVIÇOS POSTAIS",30.39
"30/05","SERVIÇOS POSTAIS",140.4
"30/05","SERVIÇOS POSTAIS",58.35
"30/05","SERVIÇOS POSTAIS",1.5
"30/05","SERVIÇOS POSTAIS",73.8
"30/05","SERVIÇOS POSTAIS",2.95
"30/05","SERVIÇOS POSTAIS",8.4
"30/05","SERVIÇOS POSTAIS",1.5
"30/05","SERVIÇOS POSTAIS",151.34
"30/05","SERVIÇOS POSTAIS",9.9
"30/05","SERVIÇOS POSTAIS",33.88
"30/05","SERVIÇOS POSTAIS",46.82
"30/05","SERVIÇOS POSTAIS",868.32
"30/05","SERVIÇOS POSTAIS",93.53
"30/05","SERVIÇOS POSTAIS",16.5
"30/05","SERVIÇOS POSTAIS",23.71
"30/05","SERVIÇOS POSTAIS",77.68
"30/05","SERVIÇOS POSTAIS",26.96
"30/05","SERVIÇOS POSTAIS",46.82
"30/05","SERVIÇOS POSTAIS",25.9
"30/05","SERVIÇOS POSTAIS",835.82
"30/05","SERVIÇOS POSTAIS",12.35
"30/05","SERVIÇOS POSTAIS",26.16
"30/05","SERVIÇOS POSTAIS",182.3
"30/05","SERVIÇOS POSTAIS",198.72
"30/05","SERVIÇOS POSTAIS",2250
"30/05","SERVIÇOS POSTAIS",332.78
"30/05","SERVIÇOS POSTAIS",464.34
"30/05","SERVIÇOS POSTAIS",350.38
"30/05","SERVIÇOS POSTAIS",1420.67
"30/05","SERVIÇOS POSTAIS",1780.8
"30/05","SERVIÇOS POSTAIS",116.01
"30/05","SERVIÇOS POSTAIS",30.39
"30/05","SERVIÇOS POSTAIS",31.93
"30/05","SERVIÇOS POSTAIS",38.19
"30/05","SERVIÇOS POSTAIS",50.72
"30/05","SERVIÇOS POSTAIS",44.8
"30/05","SERVIÇOS POSTAIS",14.36
"30/05","SERVIÇOS POSTAIS",46.82
"30/05","SERVIÇOS POSTAIS",33.88
"30/05","SERVIÇOS POSTAIS",17.55
"30/05","SERVIÇOS POSTAIS",75
"30/05","SERVIÇOS POSTAIS",57.39
"30/05","SERVIÇOS POSTAIS",85.5
"30/05","SERVIÇOS POSTAIS",54.72
"30/05","SERVIÇOS POSTAIS",22.3
"30/05","SERVIÇOS POSTAIS",3.6
"30/05","SERVIÇOS POSTAIS",3
"30/05","SERVIÇOS POSTAIS",17
"30/05","SERVIÇOS POSTAIS",12.35
"30/05","SERVIÇOS POSTAIS",3
"30/05","SERVIÇOS POSTAIS",41.68
"30/05","SERVIÇOS POSTAIS",14.36
"30/05","SERVIÇOS POSTAIS",89.2
"30/05","SERVIÇOS POSTAIS",30.39
"30/05","SERVIÇOS POSTAIS",200.04
"30/05","SERVIÇOS POSTAIS",12.35
"30/05","SERVIÇOS POSTAIS",12.35
"30/05","SERVIÇOS POSTAIS",22.5
"30/05","SERVIÇOS POSTAIS",124.5
"30/05","SERVIÇOS POSTAIS",57.18
"30/05","SERVIÇOS POSTAIS",14.7
"30/05","SERVIÇOS POSTAIS",33.88
"30/05","SERVIÇOS POSTAIS",31.93
"30/05","SERVIÇOS POSTAIS",17.55
"30/05","SERVIÇOS POSTAIS",38.19
"30/05","SERVIÇOS POSTAIS",15.39
"30/05","SERVIÇOS POSTAIS",49.49
"30/05","SERVIÇOS POSTAIS",85.6
"30/05","SERVIÇOS POSTAIS",18.26
"30/05","SERVIÇOS POSTAIS",22.07
"30/05","SERVIÇOS POSTAIS",628.98
"30/05","SERVIÇOS POSTAIS",33.88
"30/05","SERVIÇOS POSTAIS",196
"30/05","SERVIÇOS POSTAIS",12.35
"30/05","SERVIÇOS POSTAIS",17.37
"30/05","SERVIÇOS POSTAIS",12.35
"30/05","SERVIÇOS POSTAIS",30.39
"30/05","SERVIÇOS POSTAIS",297.56
"30/05","SERVIÇOS POSTAIS",45.48
"31/05","SERVIÇOS POSTAIS",2487.84
"31/05","SERVIÇOS POSTAIS",40.35
"31/05","SERVIÇOS POSTAIS",65.1
"31/05","SERVIÇOS POSTAIS",45.48
"31/05","SERVIÇOS POSTAIS",64.06
"31/05","SERVIÇOS POSTAIS",27.82
"31/05","SERVIÇOS POSTAIS",45.48
"31/05","SERVIÇOS POSTAIS",30.39
"31/05","SERVIÇOS POSTAIS",171.54
"31/05","SERVIÇOS POSTAIS",69.31
"31/05","SERVIÇOS POSTAIS",62.9
"31/05","SERVIÇOS POSTAIS",301.2
"31/05","SERVIÇOS POSTAIS",17.48
"31/05","SERVIÇOS POSTAIS",25.9
"31/05","SERVIÇOS POSTAIS",93.22
"31/05","SERVIÇOS POSTAIS",43.94
"31/05","SERVIÇOS POSTAIS",395
"31/05","SERVIÇOS POSTAIS",22.07
"31/05","SERVIÇOS POSTAIS",466.9
"31/05","SERVIÇOS POSTAIS",19.25
"31/05","SERVIÇOS POSTAIS",30.39
"31/05","SERVIÇOS POSTAIS",43.5
"31/05","SERVIÇOS POSTAIS",150
"31/05","SERVIÇOS POSTAIS",45.48
"31/05","SERVIÇOS POSTAIS",46.5
"31/05","SERVIÇOS POSTAIS",22.5
"31/05","SERVIÇOS POSTAIS",39
"31/05","SERVIÇOS POSTAIS",33.88
"31/05","SERVIÇOS POSTAIS",35.9
"31/05","SERVIÇOS POSTAIS",30.39
"31/05","SERVIÇOS POSTAIS",48.68
"31/05","SERVIÇOS POSTAIS",34.29
"31/05","SERVIÇOS POSTAIS",7.2
"31/05","SERVIÇOS POSTAIS",5.6
"31/05","SERVIÇOS POSTAIS",33.88
"31/05","SERVIÇOS POSTAIS",31.93
"31/05","SERVIÇOS POSTAIS",18.6
"31/05","SERVIÇOS POSTAIS",15.81
"31/05","SERVIÇOS POSTAIS",29.7
"31/05","SERVIÇOS POSTAIS",82.44
"31/05","SERVIÇOS POSTAIS",67.8
"31/05","SERVIÇOS POSTAIS",96.61
"31/05","SERVIÇOS POSTAIS",57
"31/05","SERVIÇOS POSTAIS",15
"31/05","SERVIÇOS POSTAIS",647.8
"31/05","SERVIÇOS POSTAIS",211.5
"31/05","SERVIÇOS POSTAIS",46.2
"31/05","SERVIÇOS POSTAIS",27.3
"31/05","SERVIÇOS POSTAIS",95.3
"31/05","SERVIÇOS POSTAIS",20.04
"31/05","SERVIÇOS POSTAIS",9.3
"31/05","SERVIÇOS POSTAIS",62.4
"31/05","SERVIÇOS POSTAIS",57
"31/05","SERVIÇOS POSTAIS",18.74
"31/05","SERVIÇOS POSTAIS",153.04
"31/05","SERVIÇOS POSTAIS",44.03
"31/05","SERVIÇOS POSTAIS",52.06
"31/05","SERVIÇOS POSTAIS",31.62
"31/05","SERVIÇOS POSTAIS",2.95
"31/05","SERVIÇOS POSTAIS",4.9
"31/05","SERVIÇOS POSTAIS",45.48
"31/05","SERVIÇOS POSTAIS",40.35
"31/05","SERVIÇOS POSTAIS",42.09
"31/05","SERVIÇOS POSTAIS",9.9
"31/05","SERVIÇOS POSTAIS",14.48
"31/05","SERVIÇOS POSTAIS",30.39
"31/05","SERVIÇOS POSTAIS",9
"31/05","SERVIÇOS POSTAIS",30.39
"31/05","SERVIÇOS POSTAIS",33.88
"31/05","SERVIÇOS POSTAIS",105
"31/05","SERVIÇOS POSTAIS",57
"31/05","SERVIÇOS POSTAIS",222.54
"31/05","SERVIÇOS POSTAIS",10.8
"31/05","SERVIÇOS POSTAIS",14.36
"31/05","SERVIÇOS POSTAIS",1.5
"31/05","SERVIÇOS POSTAIS",32.75
"31/05","SERVIÇOS POSTAIS",679.5
"31/05","SERVIÇOS POSTAIS",49.4
"31/05","SERVIÇOS POSTAIS",135.85
"31/05","SERVIÇOS POSTAIS",12.35
"31/05","SERVIÇOS POSTAIS",4.5
"31/05","SERVIÇOS POSTAIS",20.04
"31/05","SERVIÇOS POSTAIS",45.48
"31/05","SERVIÇOS POSTAIS",79.2
"31/05","SERVIÇOS POSTAIS",80.18
"31/05","SERVIÇOS POSTAIS",140.4
"31/05","SERVIÇOS POSTAIS",3
"31/05","SERVIÇOS POSTAIS",31.93
"31/05","SERVIÇOS POSTAIS",57
"31/05","SERVIÇOS POSTAIS",24.23
"31/05","SERVIÇOS POSTAIS",22.5
"31/05","SERVIÇOS POSTAIS",57
"31/05","SERVIÇOS POSTAIS",81.7
"31/05","SERVIÇOS POSTAIS",23.75
"31/05","SERVIÇOS POSTAIS",24.5
"31/05","SERVIÇOS POSTAIS",110.67
"31/05","SERVIÇOS POSTAIS",25.5
"31/05","SERVIÇOS POSTAIS",73.2
"31/05","SERVIÇOS POSTAIS",31.93
"31/05","SERVIÇOS POSTAIS",532.8
"31/05","SERVIÇOS POSTAIS",53.69
"31/05","SERVIÇOS POSTAIS",12.35
"31/05","SERVIÇOS POSTAIS",77.31
"31/05","SERVIÇOS POSTAIS",12.35
"31/05","SERVIÇOS POSTAIS",12.35
"31/05","SERVIÇOS POSTAIS",2.1
"31/05","SERVIÇOS POSTAIS",22.08
"01/06","SERVIÇOS POSTAIS",13743.48
"01/06","SERVIÇOS POSTAIS",95.2
"01/06","SERVIÇOS POSTAIS",48.94
"01/06","SERVIÇOS POSTAIS",23.75
"01/06","SERVIÇOS POSTAIS",69.15
"01/06","SERVIÇOS POSTAIS",15.56
"01/06","SERVIÇOS POSTAIS",222
"01/06","SERVIÇOS POSTAIS",9.9
"01/06","SERVIÇOS POSTAIS",48.94
"01/06","SERVIÇOS POSTAIS",17.01
"01/06","SERVIÇOS POSTAIS",118.5
"01/06","SERVIÇOS POSTAIS",100.31
"01/06","SERVIÇOS POSTAIS",22.07
"01/06","SERVIÇOS POSTAIS",80.7
"01/06","SERVIÇOS POSTAIS",36.46
"01/06","SERVIÇOS POSTAIS",418.35
"01/06","SERVIÇOS POSTAIS",56.23
"01/06","SERVIÇOS POSTAIS",6
"01/06","SERVIÇOS POSTAIS",32.7
"01/06","SERVIÇOS POSTAIS",88
"01/06","SERVIÇOS POSTAIS",145
"01/06","SERVIÇOS POSTAIS",54.46
"01/06","SERVIÇOS POSTAIS",43.41
"01/06","SERVIÇOS POSTAIS",61.4
"01/06","SERVIÇOS POSTAIS",48.94
"01/06","SERVIÇOS POSTAIS",50.37
"01/06","SERVIÇOS POSTAIS",18
"01/06","SERVIÇOS POSTAIS",2375.1
"01/06","SERVIÇOS POSTAIS",60.53
"01/06","SERVIÇOS POSTAIS",315
"01/06","SERVIÇOS POSTAIS",47.28
"01/06","SERVIÇOS POSTAIS",18.63
"01/06","SERVIÇOS POSTAIS",68.97
"01/06","SERVIÇOS POSTAIS",9.9
"01/06","SERVIÇOS POSTAIS",13.5
"01/06","SERVIÇOS POSTAIS",1.5
"01/06","SERVIÇOS POSTAIS",169.5
"01/06","SERVIÇOS POSTAIS",75
"01/06","SERVIÇOS POSTAIS",53.25
"01/06","SERVIÇOS POSTAIS",32.39
"01/06","SERVIÇOS POSTAIS",50.37
"01/06","SERVIÇOS POSTAIS",78.76
"01/06","SERVIÇOS POSTAIS",608.3
"01/06","SERVIÇOS POSTAIS",41.09
"01/06","SERVIÇOS POSTAIS",98.88
"01/06","SERVIÇOS POSTAIS",32.7
"01/06","SERVIÇOS POSTAIS",61.4
"01/06","SERVIÇOS POSTAIS",616
"01/06","SERVIÇOS POSTAIS",34.36
"01/06","SERVIÇOS POSTAIS",16.5
"01/06","SERVIÇOS POSTAIS",18.6
"01/06","SERVIÇOS POSTAIS",61.4
"01/06","SERVIÇOS POSTAIS",986.1
"01/06","SERVIÇOS POSTAIS",4.2
"01/06","SERVIÇOS POSTAIS",201
"01/06","SERVIÇOS POSTAIS",24.6
"01/06","SERVIÇOS POSTAIS",57.33
"01/06","SERVIÇOS POSTAIS",96
"01/06","SERVIÇOS POSTAIS",29.11
"01/06","SERVIÇOS POSTAIS",36
"01/06","SERVIÇOS POSTAIS",21
"01/06","SERVIÇOS POSTAIS",105.55
"01/06","SERVIÇOS POSTAIS",48
"01/06","SERVIÇOS POSTAIS",92.35
"01/06","SERVIÇOS POSTAIS",88
"01/06","SERVIÇOS POSTAIS",142.5
"01/06","SERVIÇOS POSTAIS",1.5
"01/06","SERVIÇOS POSTAIS",1.5
"01/06","SERVIÇOS POSTAIS",50.37
"01/06","SERVIÇOS POSTAIS",41.09
"01/06","SERVIÇOS POSTAIS",67.7
"01/06","SERVIÇOS POSTAIS",48.94
"01/06","SERVIÇOS POSTAIS",47.31
"01/06","SERVIÇOS POSTAIS",153.34
"01/06","SERVIÇOS POSTAIS",26.78
"01/06","SERVIÇOS POSTAIS",47.31
"01/06","SERVIÇOS POSTAIS",4.5
"01/06","SERVIÇOS POSTAIS",12.93
"01/06","SERVIÇOS POSTAIS",80.7
"01/06","SERVIÇOS POSTAIS",59.08
"01/06","SERVIÇOS POSTAIS",49.08
"01/06","SERVIÇOS POSTAIS",41.09
"01/06","SERVIÇOS POSTAIS",110.4
"01/06","SERVIÇOS POSTAIS",9.8
"01/06","SERVIÇOS POSTAIS",13.08
"01/06","SERVIÇOS POSTAIS",45
"01/06","SERVIÇOS POSTAIS",4.9
"01/06","SERVIÇOS POSTAIS",19.05
"01/06","SERVIÇOS POSTAIS",38.7
"01/06","SERVIÇOS POSTAIS",124.5
"01/06","SERVIÇOS POSTAIS",142.5
"01/06","SERVIÇOS POSTAIS",23.75
"01/06","SERVIÇOS POSTAIS",2.1
"01/06","SERVIÇOS POSTAIS",15.8
"01/06","SERVIÇOS POSTAIS",80.7
"01/06","SERVIÇOS POSTAIS",76.5
"01/06","SERVIÇOS POSTAIS",190.5
"01/06","SERVIÇOS POSTAIS",20.47
"01/06","SERVIÇOS POSTAIS",36.45
"01/06","SERVIÇOS POSTAIS",48.94
"01/06","SERVIÇOS POSTAIS",163.6
"01/06","SERVIÇOS POSTAIS",32.7
"01/06","SERVIÇOS POSTAIS",2.95
"01/06","SERVIÇOS POSTAIS",45
"01/06","SERVIÇOS POSTAIS",148.2
"01/06","SERVIÇOS POSTAIS",334.9
"01/06","SERVIÇOS POSTAIS",555.75
"01/06","SERVIÇOS POSTAIS",22.3
"01/06","SERVIÇOS POSTAIS",85.39
"01/06","SERVIÇOS POSTAIS",18.59
"01/06","SERVIÇOS POSTAIS",12.35
"01/06","SERVIÇOS POSTAIS",12.35
"01/06","SERVIÇOS POSTAIS",128.7
"01/06","SERVIÇOS POSTAIS",129.96
"01/06","SERVIÇOS POSTAIS",17.95
"01/06","SERVIÇOS POSTAIS",40.35
"01/06","SERVIÇOS POSTAIS",45.18
"01/06","SERVIÇOS POSTAIS",316.2
"01/06","SERVIÇOS POSTAIS",32.7
"01/06","SERVIÇOS POSTAIS",54.46
"01/06","SERVIÇOS POSTAIS",15.58
"01/06","SERVIÇOS POSTAIS",18.47
"01/06","SERVIÇOS POSTAIS",53.25
"01/06","SERVIÇOS POSTAIS",58.75
"01/06","SERVIÇOS POSTAIS",81.8
"01/06","SERVIÇOS POSTAIS",17.95
"01/06","SERVIÇOS POSTAIS",12.35
"01/06","SERVIÇOS POSTAIS",140.4
"01/06","SERVIÇOS POSTAIS",64.73
"01/06","SERVIÇOS POSTAIS",90.36
"01/06","SERVIÇOS POSTAIS",12.35
"01/06","SERVIÇOS POSTAIS",124.83
"01/06","SERVIÇOS POSTAIS",22.09
"01/06","SERVIÇOS POSTAIS",41.09
"01/06","SERVIÇOS POSTAIS",1.5
"01/06","SERVIÇOS POSTAIS",17.95
"01/06","SERVIÇOS POSTAIS",83.44
"01/06","SERVIÇOS POSTAIS",12.35
"01/06","SERVIÇOS POSTAIS",64.73
"01/06","SERVIÇOS POSTAIS",36.6
"01/06","SERVIÇOS POSTAIS",148.5
"01/06","SERVIÇOS POSTAIS",24.55
"02/06","SERVIÇOS POSTAIS",1648.63
"02/06","SERVIÇOS POSTAIS",48.94
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",48.4
"02/06","SERVIÇOS POSTAIS",61.4
"02/06","SERVIÇOS POSTAIS",43.41
"02/06","SERVIÇOS POSTAIS",116.98
"02/06","SERVIÇOS POSTAIS",78.76
"02/06","SERVIÇOS POSTAIS",27.97
"02/06","SERVIÇOS POSTAIS",43.41
"02/06","SERVIÇOS POSTAIS",38.98
"02/06","SERVIÇOS POSTAIS",76.11
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",1105.26
"02/06","SERVIÇOS POSTAIS",34.36
"02/06","SERVIÇOS POSTAIS",21
"02/06","SERVIÇOS POSTAIS",48.94
"02/06","SERVIÇOS POSTAIS",114.66
"02/06","SERVIÇOS POSTAIS",4.2
"02/06","SERVIÇOS POSTAIS",57.9
"02/06","SERVIÇOS POSTAIS",200.7
"02/06","SERVIÇOS POSTAIS",41.09
"02/06","SERVIÇOS POSTAIS",15
"02/06","SERVIÇOS POSTAIS",88
"02/06","SERVIÇOS POSTAIS",7.5
"02/06","SERVIÇOS POSTAIS",21.85
"02/06","SERVIÇOS POSTAIS",108.81
"02/06","SERVIÇOS POSTAIS",88
"02/06","SERVIÇOS POSTAIS",29.1
"02/06","SERVIÇOS POSTAIS",65.34
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",36.45
"02/06","SERVIÇOS POSTAIS",37.93
"02/06","SERVIÇOS POSTAIS",21.3
"02/06","SERVIÇOS POSTAIS",44.45
"02/06","SERVIÇOS POSTAIS",115
"02/06","SERVIÇOS POSTAIS",50.37
"02/06","SERVIÇOS POSTAIS",36.67
"02/06","SERVIÇOS POSTAIS",95.2
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",17.78
"02/06","SERVIÇOS POSTAIS",36.45
"02/06","SERVIÇOS POSTAIS",31.5
"02/06","SERVIÇOS POSTAIS",138
"02/06","SERVIÇOS POSTAIS",279
"02/06","SERVIÇOS POSTAIS",34.36
"02/06","SERVIÇOS POSTAIS",61.4
"02/06","SERVIÇOS POSTAIS",184.32
"02/06","SERVIÇOS POSTAIS",88
"02/06","SERVIÇOS POSTAIS",17.01
"02/06","SERVIÇOS POSTAIS",9.9
"02/06","SERVIÇOS POSTAIS",120.9
"02/06","SERVIÇOS POSTAIS",29.7
"02/06","SERVIÇOS POSTAIS",20.65
"02/06","SERVIÇOS POSTAIS",48.94
"02/06","SERVIÇOS POSTAIS",41.09
"02/06","SERVIÇOS POSTAIS",43.41
"02/06","SERVIÇOS POSTAIS",395
"02/06","SERVIÇOS POSTAIS",39.2
"02/06","SERVIÇOS POSTAIS",48.94
"02/06","SERVIÇOS POSTAIS",44.99
"02/06","SERVIÇOS POSTAIS",221
"02/06","SERVIÇOS POSTAIS",49.05
"02/06","SERVIÇOS POSTAIS",10.5
"02/06","SERVIÇOS POSTAIS",118.5
"02/06","SERVIÇOS POSTAIS",27.6
"02/06","SERVIÇOS POSTAIS",18
"02/06","SERVIÇOS POSTAIS",61.4
"02/06","SERVIÇOS POSTAIS",41.09
"02/06","SERVIÇOS POSTAIS",1.5
"02/06","SERVIÇOS POSTAIS",2.1
"02/06","SERVIÇOS POSTAIS",12.7
"02/06","SERVIÇOS POSTAIS",34.36
"02/06","SERVIÇOS POSTAIS",27.65
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",50.37
"02/06","SERVIÇOS POSTAIS",9.3
"02/06","SERVIÇOS POSTAIS",18.23
"02/06","SERVIÇOS POSTAIS",859.95
"02/06","SERVIÇOS POSTAIS",12.35
"02/06","SERVIÇOS POSTAIS",395
"02/06","SERVIÇOS POSTAIS",499.19
"02/06","SERVIÇOS POSTAIS",61.75
"02/06","SERVIÇOS POSTAIS",49.4
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",100.74
"02/06","SERVIÇOS POSTAIS",12.35
"02/06","SERVIÇOS POSTAIS",12.35
"02/06","SERVIÇOS POSTAIS",48.94
"02/06","SERVIÇOS POSTAIS",2.95
"02/06","SERVIÇOS POSTAIS",78
"02/06","SERVIÇOS POSTAIS",85.5
"02/06","SERVIÇOS POSTAIS",202.79
"02/06","SERVIÇOS POSTAIS",1.5
"02/06","SERVIÇOS POSTAIS",1.5
"02/06","SERVIÇOS POSTAIS",2.1
"02/06","SERVIÇOS POSTAIS",70.2
"02/06","SERVIÇOS POSTAIS",1531.2
"02/06","SERVIÇOS POSTAIS",702.8
"02/06","SERVIÇOS POSTAIS",45.65
"02/06","SERVIÇOS POSTAIS",52.84
"02/06","SERVIÇOS POSTAIS",479.53
"02/06","SERVIÇOS POSTAIS",25.21
"02/06","SERVIÇOS POSTAIS",88
"02/06","SERVIÇOS POSTAIS",48.94
"02/06","SERVIÇOS POSTAIS",32.7
"02/06","SERVIÇOS POSTAIS",40.5
"02/06","SERVIÇOS POSTAIS",61.68
"02/06","SERVIÇOS POSTAIS",108.9
"03/06","SERVIÇOS POSTAIS",12652.7
"03/06","SERVIÇOS POSTAIS",392.63
"03/06","SERVIÇOS POSTAIS",116.02
"03/06","SERVIÇOS POSTAIS",1.5
"03/06","SERVIÇOS POSTAIS",110
"03/06","SERVIÇOS POSTAIS",12.35
"03/06","SERVIÇOS POSTAIS",23.75
"03/06","SERVIÇOS POSTAIS",32.65
"03/06","SERVIÇOS POSTAIS",16.98
"03/06","SERVIÇOS POSTAIS",6
"03/06","SERVIÇOS POSTAIS",143.49
"03/06","SERVIÇOS POSTAIS",4.25
"03/06","SERVIÇOS POSTAIS",6
"03/06","SERVIÇOS POSTAIS",857.86
"03/06","SERVIÇOS POSTAIS",388.6
"03/06","SERVIÇOS POSTAIS",44.47
"03/06","SERVIÇOS POSTAIS",65.4
"03/06","SERVIÇOS POSTAIS",43.41
"03/06","SERVIÇOS POSTAIS",49.05
"03/06","SERVIÇOS POSTAIS",15.11
"03/06","SERVIÇOS POSTAIS",119.08
"03/06","SERVIÇOS POSTAIS",84.63
"03/06","SERVIÇOS POSTAIS",22.28
"03/06","SERVIÇOS POSTAIS",41.09
"03/06","SERVIÇOS POSTAIS",122.94
"03/06","SERVIÇOS POSTAIS",539
"03/06","SERVIÇOS POSTAIS",1.5
"03/06","SERVIÇOS POSTAIS",187.5
"03/06","SERVIÇOS POSTAIS",1.5
"03/06","SERVIÇOS POSTAIS",34.5
"03/06","SERVIÇOS POSTAIS",68.71
"03/06","SERVIÇOS POSTAIS",35.03
"03/06","SERVIÇOS POSTAIS",198.05
"03/06","SERVIÇOS POSTAIS",106.3
"03/06","SERVIÇOS POSTAIS",513.12
"03/06","SERVIÇOS POSTAIS",112.68
"03/06","SERVIÇOS POSTAIS",68.72
"03/06","SERVIÇOS POSTAIS",32.7
"03/06","SERVIÇOS POSTAIS",78.43
"03/06","SERVIÇOS POSTAIS",34.36
"03/06","SERVIÇOS POSTAIS",41.09
"03/06","SERVIÇOS POSTAIS",8.4
"03/06","SERVIÇOS POSTAIS",32.39
"03/06","SERVIÇOS POSTAIS",32.7
"03/06","SERVIÇOS POSTAIS",52.84
"03/06","SERVIÇOS POSTAIS",13.5
"03/06","SERVIÇOS POSTAIS",4.2
"03/06","SERVIÇOS POSTAIS",23.75
"03/06","SERVIÇOS POSTAIS",26.25
"03/06","SERVIÇOS POSTAIS",127.5
"03/06","SERVIÇOS POSTAIS",10.75
"03/06","SERVIÇOS POSTAIS",48.39
"03/06","SERVIÇOS POSTAIS",158.89
"03/06","SERVIÇOS POSTAIS",57.33
"03/06","SERVIÇOS POSTAIS",17.35
"03/06","SERVIÇOS POSTAIS",16.78
"03/06","SERVIÇOS POSTAIS",6
"03/06","SERVIÇOS POSTAIS",32.62
"03/06","SERVIÇOS POSTAIS",168.3
"03/06","SERVIÇOS POSTAIS",19.05
"03/06","SERVIÇOS POSTAIS",197.08
"03/06","SERVIÇOS POSTAIS",74.66
"03/06","SERVIÇOS POSTAIS",53.47
"03/06","SERVIÇOS POSTAIS",54.46
"03/06","SERVIÇOS POSTAIS",57.33
"03/06","SERVIÇOS POSTAIS",182.92
"03/06","SERVIÇOS POSTAIS",74.9
"03/06","SERVIÇOS POSTAIS",29.64
"03/06","SERVIÇOS POSTAIS",27.9
"03/06","SERVIÇOS POSTAIS",27.9
"03/06","SERVIÇOS POSTAIS",339.78
"03/06","SERVIÇOS POSTAIS",334.21
"03/06","SERVIÇOS POSTAIS",44.45
"03/06","SERVIÇOS POSTAIS",52.84
"03/06","SERVIÇOS POSTAIS",23.75
"03/06","SERVIÇOS POSTAIS",29.4
"03/06","SERVIÇOS POSTAIS",47.28
"03/06","SERVIÇOS POSTAIS",30.2
"03/06","SERVIÇOS POSTAIS",117.4
"03/06","SERVIÇOS POSTAIS",4.5
"03/06","SERVIÇOS POSTAIS",272.4
